name,vorname,titel,ort,empfangen,gesendet
Zehender,ana,,Bern,0,1
Burcher,John,,Strasshurg,0,4
ütenhove,Johannes,,London,0,1
Gurio,Coelius Secundus,,Basel,0,1
Schertlin,ebaäbian.,,Basel,0,1
Hochholzer,Chrirfstian,,Aarau,0,1
Lfvinus,Heinrich,,Schaffhausen,0,1
Haller,Johannes,,ern,0,4
f,rr Pr v,,V,0,1
Blarer,Ambrosius,,Gri essenberg,0,1
Borrhaus,Martin,,Basel,0,11
I,W,,s.l.,0,1
Frölich,Georg,,Kaufbeuren,0,7
Brunner,Fonteius Fridolin,,Glarus,0,3
Farel,Wilhelm,,Neueriburg,0,2
Mainard,Augustin,,Chiavenna,0,10
Naogeorgus,Thomas,,Kempten,0,4
Zehender,Hans,,Bern,0,1
Baller,Johannes,,Bern,0,1
Zehender,Ludwig,,Biberstein,0,1
VacLian,Joachim,,St. Gallen,0,1
Hab,Johannes,,Basel,0,1
Danmatter,bhristian,,Belp,0,1
r,s.n.,,s.l.,0,4
Hooper,John,,s.l.,0,4
Mameranus,Nikolaus,,z. Z. in Zürich,0,1
Sozin,Laelius,,acJ,0,1
Peyer,Martin,,Schaffhausen,0,2
Lavater,Ludwig,,Lausanne,0,1
Kielmann,Johannes,,Augsburg,0,1
Vudian,Joachim,,St. Gallen,0,1
Apriolus,Heinrich,,Mülhausen,0,1
ä,u r g uA tr H a k b,von,Genf,0,1
PlanQon,Plane ins Guillaume,,Basel,0,1
Blarer,Thomas,,KemptenJH,0,1
Susliga,Florian,,Antwerpen,0,2
Dunus,Thaddaeus,,Locarno,0,3
Ourio,Ooelius Secundus,,Basel,0,1
I,s.n.,,Basel,0,1
Tschudi,Valentin,,Glarus,0,2
Mont,Christophe,,Strassburg,0,1
Fürtrag,s Johannes,de,meisters zu LuggarusLocarno,0,1
Bureher,John,,Hilles Richard an,0,1
Corpus,Christi College,,den Forderungen demands,0,1
Laevinus,Heinrich,,Schaffhausen,0,1
Curio,Coelius ecundus,,Basel,0,1
Kappeier,Veit f,,Esslingen,0,1
Maler,Josua,,Lausanne,0,2
üfjer,Jakob,,Schaffhausen,0,1
Altieri,Balthasar,,Bergamo,0,1
Linki,Heinrich,,Schaffhausen,0,1
Haler,Michael,,Basel,0,1
Bjfrrcmann,Johannes,,Frankfurt,0,1
Mus,culus Wolfgang,,Bern,0,1
Mont,Ohristopher,,s.l.,0,2
Rat,und Schultheiss,,Bern,0,1
Mont,Christopher,,Strassburg,0,5
Toxites,Michael,,Brugg,0,3
Hicronius,Martin,,London,0,1
Kirche,s.n.,,Locarno,0,1
FrölichLaetus,Georg,,Kaufbeuren,0,1
Bindschedler,Jakob,,s.l.,0,1
Camph,Gerhard thom,,Emden,0,1
Ulm,Johannes,von,London Oxfer,0,1
Hooper,John,,London,0,10
Hoehholzer,Christian,,Aafcau,0,1
Altieri,Balthasar,,s.l.,0,3
Buxcher,John,,Strassburg,0,1
Ztff,RA,,s.l.,0,1
Frobenius,Hieronymus,,Basel,0,1
Hilles,Richard,,London,0,8
Carnaria,Hieronymus,,Martiisu,0,1
Blarer,Amhrosius,,Griessenberg,0,1
Biarer,Ambrosius,,Griessenberg,0,1
Landenberg,Ulrich,von,Altenklingen,0,2
Gilbert,Cognatus,,Nozereth,0,1
Altieri,Balthasar,,St. Gallen,0,2
Altieri,Balthasar,,Chur,0,3
Altieri,Balthasar,,Ex itinere Italiam versus,0,1
Jung,Johannes,,Baden,0,1
Utenhove,Johannes,,Strassburg,0,1
Bircimann,Johannes,,Strassburg,0,1
Sozin,s.n.,,Basel,0,2
Sozin,s.n.,,Tuc,0,1
klarerAmbrosius,s.n.,,Griessenberg,0,1
Zwei,Stücke Wolfgang,,Zu End,0,1
rölich,Georg,,C,0,1
Maler,Michael,,s.l.,0,1
Susliga,Florian,,Köln,0,1
Sozin,Laelius,,Basel,0,2
Altieri,Balthasar,,Caspano,0,1
Mycouius,Oswald,,Basel,0,1
Altieri,Bälthasar,,Puschlav,0,1
von,Ulm Heinrich II,,Oxford,0,1
Rümlang,s.n.,,Bern,0,1
Bürgermeister,und Rat,,Stein am Rhein,0,1
Paravicini,Bartholomäus,,Caspano,0,1
V,s.n.,,irburg,0,1
Lavater,Ludwig,,s.l.,0,3
PfisterArtopoeusBaling,s.n.,,Bern,0,1
Dryander,Franciscus,,Basel,0,9
Hospinian,Johannes,,Basel,0,29
Lavater,Ludwig,,Paris,0,4
Vadian,Joachim,,St. allen,0,1
J,i r,,CWmJ,0,1
Schurmeister,Benedikt,,Zofingen,0,1
Schertlin,Sebastian,,Basel,0,14
Schüler,Gervasius,,Memmingen,0,5
Vadian,Joachim,,St Gallen,0,2
Camph,Gerhard zum,,Emden,0,3
Gallicius,Philipp,,s.l.,0,1
Oglethorpe,Owen,,Oxford,0,2
Naillosius,J. P.,,Basel,0,1
Renatus,Camillus,,Chiavenna,0,1
Klcbmeierjj,jjpdocusj,,Bern,0,1
Cognatus,Gilbertus,,Nozereth,0,2
Serin,Leonhard,,Ulm,0,1
Dryander,Franciscus,,Strassburg,0,3
Curio,Ooelius Secundus,,Basel,0,1
Thamer,Theobald,,Marburg,0,1
C,HinCj PK HenrfcU,,v r c k,0,1
V,s.n.,,Bern,0,1
Georg,Württemberg,von,Basel,0,15
SerinSoerinus,Leonhard,,Ulm,0,1
Blaren,Ambrosius,,Konstanz,0,1
Frey,Joh. Leop.,,Biel,0,1
WürtembergGeorg,,von,Basel,0,1
Hochholzer,Christian,,Aarau,0,8
Gessner,Eonrad,,Zürich,0,1
Schulherren,,von,SetitSchäiEausen,0,1
Jirjlc,Sixt,,Augsburg,0,1
Frölich,Georg,,Augsburg,0,14
Welser,Hans,,vsrw,0,1
Müller,Nikolaus,,Augsburg,0,1
Haogeorgus,Thomas,,Kaufbeuren,0,1
Kilchmayer,Jost,,Bern,0,1
Ourio,Coelius Secundus,,Basel,0,1
Fehr,Jakob,,Lindau,0,1
Blasius,Johannes,,Chur,0,22
Württemberg,Georg,von,Basel,0,2
Frölich,Georg,,Konstanz,0,2
Kilchmeyer,Jmst,,s.l.,0,1
Blarer,Ambrosius,,Konstant,0,1
Kilchmeyer,Jost,,Bern,0,3
Kilchmeyer,ost,,Bern,0,1
Frey,Johann Leopold,,Biel,0,5
Vadiari,Joachim,,St. Gallen,0,1
Frölich,Georg,,iciy,0,1
Hamberger,Hart mann,,Paris,0,1
Arnold,Gabriel,,Konstanz,0,1
Blarer,Ambrosius,,Konstanzj,0,1
Blarer,Ambroius,,Konst an zj,0,1
Bullinger,Johannes,,Ottenbach,0,3
Erb,Matthias,,Beichenweier,0,10
Bueer,Martin,,Strassburg,0,1
Happel,Wigand,,Marburg,0,16
Vadian,Joachim,,Furtmüller Hans Valentin,0,1
Rümlang,Eberhard v.,,Bern,0,1
Agricola,Laurenz,,Schwanden,0,2
fcasdorfer,Paul,,s.l.,0,1
Hollerius,Blasius,,Neuenburg,0,1
Traheron,Bartholomäus,,London,0,3
Wunderlich,Hans,,Baden,0,3
Vgdian,Joachim,,St. Gallen,0,1
Musculus,Wolfgang,,St. Gallen,0,8
Pfister,icolaus,,Bern,0,1
Zwick,Konrad,,s.l.,0,1
Ulm,Johannes,von,London,0,4
Tadian,Joachim,,St. Gallen,0,1
Naogeorgus,Thomas,,Kaufbeuren,0,1
Absenjjl,Johannes,,Königsfelden,0,1
Myconlus,Oswald,,Basel,0,1
Srfs,Gyi,,l CX r,0,1
Jkz,rttf Hr yf,,jTy,0,1
Haller,Johannes,,Könlgsfelden,0,1
Renatus,Gamillus,,hiavenna,0,1
Mainardo,Augustin,,Chiavenna,0,1
jtusculus,Wolf gang,,Bern,0,1
Bucar,Martin,,Kr,0,1
Schankwitz,Marcel Dietrich,,IiohrTC der Bohr ei,0,1
Altierl,Balthasar,,Venedig,0,1
klarer,Ambrosius,,Griessenberg,0,3
Maler,Nikolaus,,Bologna,0,1
klarer,Thomas,,Konstanz,0,1
Adelschwller,Hans Jakob,,s.l.,0,1
Vadlan,Joachim,,St. Gallen,0,2
Bureher,John,,Strassburg,0,11
Viret,Pierre,,Lausanne,0,9
Blarer,Ambrosius,,KouCfaiil,0,1
von,Ulm Johannes,,Oxford,0,1
Per,Jakob,,Lindau,0,1
von,Hallwyl Hartmann,,Brugg,0,1
Hirsgarter,Matthias und,,Winterthur,0,1
Frei,Johann Leopold,,Biel,0,3
C,o rt T C,,Baden,0,1
Vadian,s.n.,,s.l.,0,1
ST,S r rt,,Ulm,0,1
FfisterArtopoeusBaling,s.n.,,Bern,0,1
Comander,Johannes,,Chur,0,22
Gomander,Johannes,,Chur,0,1
Riijger,Jakob,,Schaffhausen,0,1
klarer,Ambrosius,,Konstanz,0,4
Myconius,s.n.,,Oswald,0,1
Biarer,Ambrosius,,Konstanz,0,2
Schüler,Gervaisins,,Memmingen,0,1
Curiotf,Ooelius Secundus,,Basel,0,1
Hooper,John,,Zürich,0,3
Hilles,Bichard,,Strassburg,0,1
Ulm,Johannes,von,Oxford,0,18
Haller,Johannes,,Ztr Ayv X o Ylcs,0,1
scriptorum,praeter graecos et orientales in,,News Gmail Drive Mehr,0,1
Vadian,oachim,,s.l.,0,1
Tschudi,Aegidius,,Glarus,0,1
Bümlang,Eberhard,von,Bern,0,3
Aberlin,Joachim,,Heiningen,0,2
Musculus,Wolfgang,,Basel,0,2
Pantaleon,einrich,,Basel,0,1
Rümlang,Eberhard,von,Bern,0,1
.Sim,s.n.,,Landshut,0,1
Pl,ancius Guillaume,,Lyon,0,1
Mont,Christoph er,,Strassburg,0,1
Grey,Jane,,Bradgate,0,3
Comander.,Johannes,,Chur,0,1
Vergerius,Petrus Paulus,,Samaden,0,1
Xer,miiU,,Oxford,0,1
Kessler,Johannes,,St. Gallen,0,26
Vergerius,Petrus Paulus,,VIcosoprano,0,1
Fünkli,Jakob,,Biel,0,1
Cox,Richard,,Westminster,0,1
Vergerius,Petrus Paulus,,Casaccia,0,2
Viret.,Pierre,,Lausanne,0,1
Abseh,r,de,Kempten,0,1
V,s.n.,,Urdorf,0,1
Atitltr,s.n.,,s.l.,0,1
Aylmer,John I,,Bradgate,0,1
Haddon,James,,i,0,1
Vergerius,Petrus Paulus,,Vicosoprano,0,29
Ulm,Johannes,von,Bradgate,0,2
Birermann,Johannes,,London,0,1
Blauer,Ambrosius,,Winterthur,0,1
Georg,Württemberg,von,i tg i,0,1
Massurius,Hieronymus,,Basel,0,2
....,s.n.,,Winterthur,0,2
Georg,Württemberg,von,Oberbaden BadenAG,0,1
Monier,Clau Ref.,de,gesandt zur Weiterleitumg,0,1
Vergerius,Petrus Paulus,,Basel,0,3
Dasypodius,Petrus,,Strasshurg,0,1
Blarer,Ambrosius,,Wülflingen,0,1
Georg,Württemberg,von,Urdorf,0,2
Gast,Johannes,,Bäsel,0,1
Uterihove,Johannes,,London,0,2
Georg,Württemberg sen.,von,Basel,0,1
Blarer.,Ambrosius,,Winterthur,0,1
Hooper,Anne,,London,0,1
Yergerio,Pier Paolo,,Vicosoprano,0,1
Vergerius,Petrus Paulus,,Chiavenna,0,12
Gallicius,Philipp,,Lavin,0,1
Bureber,John,,Strassburg,0,1
Ulm,Johannes,von,s.l.,0,3
l,s.n.,,s.l.,0,1
Bullinger,Hans Rudolf,,St. Gallen,0,1
Hooper,John,,LondonLambe th,0,1
a,Lasco Johannes,,London,0,4
Tschudi,Aegidius,,Baden,0,1
Graf,Georg,von,Basel,0,1
Gast,Johannes,,B sel,0,1
Graf,Georg,von,Württemberg,0,1
FolkersVlm,Friedrich,von,Wittenberg,0,1
n,r,,Wittenberg,0,1
Caraccioli,Galeazzo,,Genf,0,2
Schweizerische,Reformationsgeschichte,,reinhardthed uzh. ch,0,1
Chyträus,David,,Wittenberg,0,1
Camph,Gerhard zum,,Groningen,0,1
Cqmander,Johannes,,Chur,0,1
..,.. ... ..,,Vicosoprano,0,1
Cpmander,Johannes,,Chur,0,1
Scher,Peter,,Mömpelgart,0,1
Schüler,Gervasius,,Lenzhurg,0,1
.r,s.n.,,Wien,0,1
Byrcmann,Johann sen.,,Frankfurt,0,1
Naogeorgus,Thomas,,Basel,0,1
MyConius,Oswald,,Basel,0,1
Gallicius,Philipp,,Chur,0,71
Vergerio,Pietro Paolo,,Rasöl,0,1
Vorgerius,Petrus Paulus,,Vicosoprano,0,1
Syndicques,und lat,,Genf,0,1
Morelet,Museau Antoine,de,Solothurn,0,1
Frölich,Georg,,Lederw,0,1
Volmar,Mechior,,s.l.,0,1
Ehinger,Johannes,,St. Gallen,0,1
Volmar,Melchior,,Tübingen,0,5
Morelet,Museau,de,Solothurn,0,1
Arnold,GjabrielJ,,Bern,0,1
,,Geistliche,Neuenburg,0,2
Georg,Württemberg,von,Schaffhausen,0,18
Mont,Christoph.,,Strassburg,0,2
Aylmer,John,,London,0,1
GräV,Henry f,,London,0,1
Grey,Jane,,Bradgatel,0,1
Haddon,James,,London,0,2
Paceus,Valentin,,s.l.,0,1
Beza,Theogor,,Lausanne,0,1
Martinengus,Celsus,,Chiavenna,0,1
für,die Umdatierung,von,ernennt ommitee zur,0,1
Georg,,von,Schaffhausen,0,1
Haller,ohannes,,Bern,0,4
Stormvloeden,en,,s.l.,0,1
Vergerius,Petrus Paulus,,Chur,0,8
Aus,Innsbruck,,s.l.,0,1
Museau,Moreiet,de,Basel,0,1
Ge,org  Württ emberg,von,Schaffhausen,0,1
...,....,,Bern,0,1
Stiller,Sebastian,,Günzenhausen,0,1
Vergerius,Petrus Paulus,,Vlcosoprano,0,1
..,s.n.,,Urdorf,0,1
Adetschwiler,Johann,,Bheinfelden,0,1
Vergerio,Pier Paolo,,Basel,0,1
Vergerio,Pier Paolo,,Zürich,0,3
Hooper,John,,JL,0,1
Vergerius,Petrus Paulus,,Bern,0,1
Martyr,Vermigli Petrus,,Oxford,0,2
..,.. .....,,Oxford,0,1
Parisotus,Petrus,,Vicosoprano,0,1
Kunheim,Eberhard,von,Wittenberg,0,1
..,s.n.,,Basel,0,2
Säst,Johannes,,Basel,0,1
Martinengus,Celsus,,Chur,0,1
von,Kuhheim Erhard,,Wittenberg,0,1
Erb,Matthias,,eichenweier,0,1
JoLxom.x,fTSSLfTR,,s.l.,0,1
I,s.n.,,oben möglich gemachte zeitliche Einordnung,0,1
Mont,Christopher,,Gzswrdo,0,1
Sozzini,Lelio,,Siena,0,1
Martinengus,Celsus,,Tirano,0,1
ttnsir,s.n.,,Wien,0,1
MoizLet,Museau Antoine,de,Solothurn,0,1
Welser,Hans,,Augsburg,0,3
Schlegel,Johannes,,Elggl,0,1
Harding,Thomas,,Oxford,0,1
Hooper,Anne,,Glo cester,0,1
Hooper,John,,Gldjcester,0,1
DUrquAcA,akok u,,fNitkeuts lac. a urqurctitt,0,1
Vergerius,Petrus Paulus,,Vi cosoprano,0,1
Schmutz,lexaniYhncL,de,Oxford,0,1
Arnold,Gabriel,,Zürich,0,1
Blasius,Johannes,,hur,0,1
Bircjlmann,Johannes,,Köln,0,1
Farel,Wilhelm,,s.l.,0,1
Musculus,Wolfgang,,s.l.,0,1
Schüler,Gervasius,,Lenzburg,0,23
Sozin,Laelius,,s.l.,0,1
Skinner,Ralph,,Oxford,0,2
Tobler,Felix,,Bern,0,1
Bindschedler,Jakob,,Bern,0,1
Haller,Wolfgang,,Heilen,0,1
Haller,Sulpicius,,Bern,0,1
U,s.n.,,EheinfeIden,0,1
Altieri,Balthasar,,C CLi BrAC et dileiAAk,0,1
Altieri,Balthasar,,iy,0,1
Ugonibus,Johannes Andreas,,Cdlcinah ie Brestt,0,1
Venetscher,Peter,,Blaubeuren,0,1
i,rljn,,r r. pL yitJirz,0,1
Altieri,Balthasar,,Padua,0,1
Vergerius,Petrus Paulus,,Zürich,0,1
YmujU,s.n.,,Oxford,0,1
imburger,Anton,,Landshut,0,1
Bast,Johannes,,Basel,0,1
Altieri,Balthasar,,Im Gebiet von Brescia,0,1
Perusinus,Petrus,,Cem t Kd ge,0,1
Haller,Johannes,,Z,0,1
Ajrnold,Gjäbriel,,Basel,0,1
Beccaria,Johannes,,Hisox,0,1
Vogt,Simprecht,,Schaff hausen,0,2
Curione,s.n.,,Basel,0,1
Mus,culus Wolf gang,,Bern,0,1
Butler,John,,Zürich,0,1
Bullinger,J ohanne s,,s. l. OttenbachQsgel,0,1
Arnold,Gabriel tS,,. . ,0,1
Zeitung,s.n.,,Arnold Gabriel,0,1
k,s.n.,,Köln,0,1
Eduard,VI.,,Westminster,0,1
Ulm,Johannes,von,. . in England,0,1
Oox,Richard,,Westminster,0,1
Ulm,Johannes,von,Westminster,0,1
ainard,Augustin,,Chiavenmla,0,1
Mont,Christoph,,Strassburg,0,12
Vogt,Simpert,,Schaffhausen,0,2
Altieri,Balthasar,,Oxlcinata,0,1
Biarer,Ambrosius,,Winterthur,0,3
Schiatter,Michael,,Biel,0,6
Vergerio,Pier Paolo,,Vicosoorauo,0,1
Frölich,Georg,,Augoburg,0,1
Hilles,Eichard,,London,0,1
Brunner,Fridolin,,Glarus,0,9
Geistliche,s.n.,,V,0,1
Stumpf,Johannes,,Stmunheim,0,1
Frölich,Georg,,C,0,2
Arnold,Gabriel,,Basel,0,1
Bircmann,Johannes,,J,0,1
larel,Wilhelm,,Neuenburg,0,1
Ajrnold,Gabriel,,Basel,0,1
Wolfhard,Ulrich,,Memmingen,0,1
i,s.n.,,Bsel,0,1
Mont,Christoph,,Basel,0,1
Sozzini,Lelio,,Rom,0,1
Arnold,Gfabrie,,s.l.,0,1
Vogler,Johann jun.,,t. U r. ,0,1
Altieri,Balthasar,,Venedig,0,1
Bircftmann,Johannes,,Frankfurt,0,1
U,s.n.,,Wittenberg,0,1
Bullinger,Johannes,,s. l. Ottenbach,0,1
Völmar,Melchior,,Tübingen,0,1
Erlach,Hans Rudolf,von,Baden,0,1
Georg,Württemberg,von,Baden AG,0,1
Bureher,John,,Frankfurt,0,1
Vergerius,Petrus Paulus,,Vieosoprano,0,2
Bircjimann,Johannes,,Köln,0,1
Kielmann,Johannes,,Paris,0,1
Zürich,s.n.,,Gwalther Rudolf,0,1
Blazer,Ambrosius,,Winterthur,0,1
y,s.n.,,London,0,1
Paceus,Valentin,,Leipzig,0,4
Wied,Hermann,von,Buschbovn te,0,1
Gomander,Johannes,,Ghur,0,1
Haller,J hannes,,Bern,0,1
Sonett,Franz,,Mailand,0,1
ULLrtf,R.,,s.l.,0,1
t,P,,s.l.,0,1
Cox,Richard,,London,0,3
Aberlin,Joachim,,Göppingen,0,1
Heim,Lucius Comanr,de,Chur,0,1
Poullain,Polanus Valoren,,London,0,1
ovtlUV,VaUW,,M,0,1
h,r,,Basel,0,1
Vergerio,Pier Paolo,,Vicosoprano,0,1
Froschauer,Christoph jun.,,Oxford,0,1
Borte,tt Franz,,Bergamo,0,1
S,ö n f,,Wittenberg,0,1
Meyer,Agricola Lorenz,,Schwanden GL,0,1
mi,s.n.,,Strassburg,0,1
Georg,Württemberg,von,Oberbaden,0,1
Altieri,Balthasar,,c J,0,1
Simburger,Anton,,Landshut,0,1
Altieri,Balthasar,,Ferrara,0,1
Micronius,Martin,,London,0,10
Birckmann,Johannes,,London,0,1
Martyr,Petrus,,Oxford,0,2
Strumpf,Johannes Rudolf,,Oxford,0,1
Beccaria,Johannes,,s.l.,0,1
Yadian,Joachim,,St. Ggllen,0,1
Haies,Christopher,,London,0,2
Traheron,Bartholomew,,Oxford,0,1
Bur,eher John,,Strasstmrg,0,1
Campensis,Petrus,,Strassburg,0,1
Camph,Petrus ten,,Strassburg,0,1
Utenhove,Johannes,,London,0,5
VaU,s.n.,,Lausanne,0,1
Mont,Christoph,,Strasshurg,0,1
Paceus,HartungFried,,Leipzig,0,1
Söcin,Laelius,,Nürnberg,0,1
Vädian,Joachim,,St. Gallen,0,1
Vadian,Joachim,,St. G llen,0,2
Bircjtmann,Johannes,,Mainz,0,1
Haller,Johännes,,Bern,0,1
bv.,frlorXxtllx,,C,0,1
VTadian,Joachim,,St. Gallen,0,1
Comander,Johannes,,Ghur,0,2
Sd,ein Laelius,,Wittenberg,0,1
Salzer,Simon,,Basel,0,5
Gessner,Conrad,,Zürich,0,1
C,s.n.,,Blei,0,1
r,s.n.,,Augsburg,0,1
Hoffhalter,Katharina,,Wien,0,1
Zurkinden,Nikolaus,,Bern,0,1
Haller,Joännes,,Bern,0,1
Busse,Francis,,London,0,1
Fabricius,Johannes,,Cher,0,1
Blaurer,Ambrisius,,Winterthur,0,1
Schatter,Rajkdo,,s.l.,0,1
Fabricius,Jonnes,,Chur,0,1
Budä,Jean,,s,0,1
Dathenus,Petras,,S Vj J,0,1
Kessler,Josua,,St Gallen,0,1
Hospinian,Johannes,,tBasel,0,1
Ruger,Jakob,,Scjfhausen,0,1
Schenek,Mathias,,Augsburg,0,2
Blaurer,Ambrosius,,Winterthur,0,16
Wissenburg,..olfgang,,Basel,0,1
sSiler,Gereon,,Augsburg,0,1
H,Ballwyl Hartmann,von,ii,0,1
Friedrich,III.,,Heidelberg,0,1
Beza,Theodor,,Qjf,0,1
Fabricius,Hohannes,,Jenins,0,1
Jaskeus,Johannes,,Königsberg,0,1
Wihsamer,Bapt.Johannes,,Erfurt,0,1
Berthlinus,Barthelomaeus,,Memmingen,0,1
Erb,Mathias,,Bappoltsweiler,0,5
Baller,Johannes,,s.l.,0,2
B,Fabricius Engelbert,,Wolf sheim,0,1
Parkhurst,Margret,,Ludliam,0,1
Fahricius,Jognnes,,Chur,0,1
Hospinian,Cannes,,Basel,0,1
Wissehburg,Wolfgang,,Basel,0,2
Söller,Gereon,,Augsburg,0,1
v.Stetten,Georg,,Augsburg,0,1
l,s.n.,,Basel,0,1
Cfikowski,Stanislaus,,Krakau,0,1
Blaurer,Ambresius,,Winterthur,0,1
Fauli,Gregor,,Krakau,0,1
Bane,Amaud,,Frankfurt,0,1
Beza,s.n.,,Hotman ln Strassburg,0,1
Erb,Matthias,,Rappoltsweiler,0,7
Zurkinden,Nicolaus,,Bern,0,1
Ruser,Jakob,,Schaffhausen,0,1
von,HäHwyli Hartmann,,s.l.,0,1
von,Salis Friedrich,,Chur,0,1
Hoser,David,,Heidelberg,0,2
ACjCy,i uvU,,J V r Vve. ,0,1
PA,fo Mf,,Jh. Zürich,0,1
von,HaHwyl Hartmann,,iom Vwjj,0,1
Zürcher,Geistliche,,Zürich,0,3
Wisamer,Bapt. Johannes,,Erfurt,0,1
Rüger,Jacob,,Schaff hausen,0,1
Rüeger,Jakob,,Schaff hausen,0,1
von,Freiberg Pankrat,,Bern,0,1
Beza,Theodor,,Paris,0,2
Cond,Louis I  Bourbon,de,St Germain en Laye,0,1
Erb,Mathias,,Rappoltsweiler,0,13
Freib,erg Wilhelm,von,s.l.,0,1
Thretius,Christian,,Genf,0,2
Fabricius,Johannes,,Chto,0,1
Halles,Johannes,,Bern,0,1
Parkhurst,John,,Ludham,0,11
Mont,Christopherus,,Strassburg,0,1
Calvia,Jokaames,,Geaf,0,1
Beisiei,Fraaeis,,Loadoa,0,1
Cook,Aatoay,,Loadoa,0,1
Fabrieias,Johaaaes,,Chur,0,1
SeesxBB,s.n.,,Philipp rem,0,1
Fäbrieims,Johannes,,Ckur,0,1
IfrltaTius,Joachim,,Gerne meim,0,1
Fabrieins,Jehannes,,Chur,0,1
labrieius,Joknnes,,Ckmr,0,1
Epastus,Thomas,,Heidelberg,0,2
Hotman,Franqois,,Straburg,0,1
Hypltrius,Andre,,Marburg,0,1
Hemmer,Aegidius,,s.l.,0,1
Fabrieiua,Johannes,,Chur,0,1
Menius,Eusebius,,Berlin,0,1
..,s.n.,,Mülhausen,0,1
Stetteil,Georg reu,,iaigsburg,0,1
Hotmann,Frans,,Straaburg,0,1
Diesbaek,Nikolaus ron,,Bern,0,1
Fabricius,Jeahnnes,,Chur,0,1
Sulzer,Ssen,,pel,0,1
Fabrieus,Johannas,,Chur,0,1
Vogler,Joitannes,,T. ,0,1
Hilles,Eiehard,,London,0,1
Both,Botus Cornelius,,Köln,0,1
aller,Johannes,,Bern,0,2
Milander,Engelbert,,Schaffhausen,0,1
Haller,Johannes,,lern,0,5
cfikowski,Stamislaus,,Krakau,0,1
WlsiaDurg,Wolfgaag,,s.l.,0,1
Büer,Jakob,,Schaffhausen,0,1
Fabricius,Johammes,,Cher,0,1
Erb,Mathias,,Bappoltsweilmr,0,1
Fabrieius,Johaaa.es,,Chur,0,1
Bäldi,Joaehln,,Glarus,0,1
Brummer,frilim,de,Glarus,0,1
Zürcher,irche,,s.l.,0,1
liger,S Jakob,,Schaffhausem,0,1
.....,s.n.,,Wiatarthur,0,1
Tscharner,Hans,,Chur,0,1
AgritYa,Laureat ins,,Oberglatt,0,1
Fabricius,Johamaes,,Chur,0,1
Haller,Johaaa.es,,Bera,0,1
Stetteil,Georg vom,,Augsburg,0,1
Blaurer,Ambroim,,Winterthur,0,1
Fabricius,Joahames,,Chur,0,1
Haller,Jokammes,,Berm,0,1
Epastus,Themas,,Heidelberg,0,1
Fabriciae,Johaaaes,,Chur,0,1
Parkh.iet,Joha,,ludha,0,1
Haller,Johanne,,Herrn,0,1
Wissembmrg,s.n.,,Wolfgamg,0,1
Parkhurst,Margret,,Ludham,0,1
Scheaek,Mathias,,Augsburg,0,1
Fabrisime,Jobaaaes,,Obre,0,1
Haller,Johaaaes,,Berm,0,1
Küfer,Jakob,,Sekaffhameea,0,1
Wisseaburg,Wolfgang,,Basel,0,1
Fabrieius,Jokaaaes,,Ckmr,0,1
Seiler,Goorgf,,s.l.,0,1
Prädikanten,s.n.,,von Zürich,0,1
JAske,Johannes,,s.l.,0,1
Parkhurst,Margaret,,s.l.,0,1
Santerentianus,Julius,,Frankfurt,0,1
Biuntsch.il,Johannes,,Ottenbach,0,1
Ulr.,Phil  Hohensax,von,Toist ej j,0,1
Borrhaus,Martin,,s.l.,0,1
Salis,Herkules,von,Chiavenna,0,2
Hartmann,Jtallwyl,von,s.l.,0,1
Philipp,Hessen,von,s.l.,0,1
Eoser,Simprecht,,Augsburg,0,1
Zehender,Eudwig,,OO ysCryLl,0,1
Zanchi,GirolamoHieronymus,,dess,0,1
Parkhurst,Margaret,,England fjmrüs,0,1
n,s.n.,,s.l.,0,1
Parkhurst,John,,Thetford,0,1
Coignet,Matthieu,,Basel,0,1
BernSchultheiss,u.Bat,,Bern,0,1
Blldi,Joachim,,Glarus,0,1
Geignet,Matthieu,,Solothurn,0,1
Hospinian,Johannes,,Ifesel,0,1
Beza,Theodor auch im Hamei,,Genf,0,1
Hospinian,Johannes,,Bhsel,0,1
Zehnder,Samuel,,Bern,0,1
Niki,aus  Diesbach,von,s.l.,0,1
Philipp,Hessen,von,Kassel,0,2
Diesbach,Niklaus,von,Baden,0,1
Schenk,M.,,Augsburg,0,1
Coignet,atthieu,,Baden,0,1
Coignet,Matt hi eu,,Solothurn,0,1
TLtU,s.n.,,C UU AwWUwa,0,1
Haag,David,,Augsburg,0,1
Hoser,Simprecht,,s.l.,0,1
Boignet,Mathieu,,Solothurn,0,1
Brunner,Johannes,,s.l.,0,1
t,s.n.,,Solothurn,0,1
Beecarla,Johannes,,Chur,0,1
X,s.n.,,Heidelberg,0,1
Milander,Engelbert,,s.l.,0,1
Schultheiss,und Rat,von,Winterthur,0,1
Hartmann,Hallwyl,von,L ruqae,0,1
Schenk,M,,Augsburg,0,1
Erb,Matthias,,Rapolisweiler,0,1
Niklaus,Diesbach,von,s.l.,0,2
Sailer,ereon,,Augsburg,0,1
Co,ngle,,St. Germain en Laye,0,1
Ulr.,Phil  Hohensax,von,To vsf,0,1
Hochholzer,Christian,,Stein am Rhein,0,2
Blarer,Thomas,,nl,0,1
Cambray,Jean Jacques,de,Soula ngy t lrvyV,0,1
Justina,Lupfen,von,s.l.,0,1
